vin,body_type,daysonmarket,fleet,frame_damaged,fuel_type,has_accidents,horsepower,isCab,make_name,maximum_seating,mileage,model_name,price,transmission,wheel_system,year
WDDUG6EB6JA346548,Sedan,217,FALSE,FALSE,Gasoline,TRUE,362,FALSE,Mercedes-Benz,5 seats,15803,S-Class,58995,A,AWD,2018
WDDKJ6HB8HF361943,Coupe,238,FALSE,FALSE,Gasoline,FALSE,329,FALSE,Mercedes-Benz,4 seats,31461,E-Class,26795,A,AWD,2017
5UXXW3C52J0T81257,SUV / Crossover,12,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,50962,X4,29995,A,AWD,2018
1GYKPGRS2LZ233602,SUV / Crossover,3,,,Gasoline,,310,,Cadillac,7 seats,,XT6,55891,A,4WD,2020
3GNKBLRS0LS666840,SUV / Crossover,136,,,Gasoline,,308,,Chevrolet,5 seats,,Blazer,47291,A,AWD,2020
1HGCP2F68CA137265,Sedan,14,FALSE,FALSE,Gasoline,FALSE,177,FALSE,Honda,5 seats,94421,Accord,8390,A,FWD,2012
1GYKPDRS7LZ218978,SUV / Crossover,40,,,Gasoline,,310,,Cadillac,7 seats,,XT6,56311,A,4WD,2020
JTMDF4DV3AD032917,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,179,FALSE,Toyota,7 seats,117237,RAV4,8980,A,4WD,2010
WDDSJ4GBXJN523024,Sedan,105,FALSE,FALSE,Gasoline,TRUE,208,FALSE,Mercedes-Benz,5 seats,54921,CLA-Class,17995,A,AWD,2018
2GNAXVEX1L6120668,SUV / Crossover,389,,,Gasoline,,170,,Chevrolet,5 seats,,Equinox,33442,A,4WD,2020
1G6DT5RK4L0116464,Sedan,14,FALSE,FALSE,Gasoline,FALSE,237,FALSE,Cadillac,5 seats,3041,CT5,48659,A,AWD,2020
WBA5B3C51GG259281,Sedan,6,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,59414,5 Series,22995,A,AWD,2016
1GYKPDRS3LZ179712,SUV / Crossover,180,,,Gasoline,,310,,Cadillac,7 seats,,XT6,56860,A,4WD,2020
WDC0G4KB3JF328782,SUV / Crossover,62,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,55219,GLC-Class,26995,A,AWD,2018
WBA4U9C37H5H64412,Convertible,237,FALSE,FALSE,Gasoline,FALSE,,FALSE,BMW,4 seats,50110,4 Series,26695,A,AWD,2017
WDDWF4KB2JR343779,Sedan,64,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,29504,C-Class,25495,A,AWD,2018
1GYKPDRS4LZ227038,SUV / Crossover,21,,,Gasoline,,310,,Cadillac,7 seats,,XT6,56860,A,4WD,2020
1G6DU5RK1L0118699,Sedan,236,,,Gasoline,,237,,Cadillac,5 seats,,CT5,49158,A,AWD,2020
1C4HJXEG7LW348586,SUV / Crossover,24,,,Gasoline,,260,,Jeep,5 seats,0,Wrangler Unlimited,48808,A,4WD,2020
1C4RJFJG4LC277787,SUV / Crossover,186,,,Gasoline,,240,,Jeep,5 seats,16,Grand Cherokee,48493,A,4WD,2020
4JGDA5GB6HA849568,SUV / Crossover,93,FALSE,FALSE,Gasoline,FALSE,329,FALSE,Mercedes-Benz,5 seats,58830,GLE-Class,29995,A,AWD,2017
5UXKR0C50H0V49651,SUV / Crossover,68,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,7 seats,53205,X5,28495,A,AWD,2017
1HGCR2F30HA081024,Sedan,68,TRUE,FALSE,Gasoline,FALSE,185,FALSE,Honda,5 seats,55038,Accord,13890,A,FWD,2017
3GCNYAEF2LG222492,Pickup Truck,216,,,Gasoline,,355,,Chevrolet,3 seats,,Silverado 1500,32445,A,4WD,2020
1GYKPGRS6LZ204541,SUV / Crossover,133,,,Gasoline,,310,,Cadillac,7 seats,,XT6,58727,A,4WD,2020
1GYKNDRS2LZ225522,SUV / Crossover,26,,,Gasoline,,310,,Cadillac,5 seats,,XT5,50060,A,4WD,2020
3GNKBHR46LS667456,SUV / Crossover,136,FALSE,FALSE,Gasoline,FALSE,230,FALSE,Chevrolet,5 seats,,Blazer,33518,A,AWD,2020
1HGCR2F38HA189925,Sedan,46,FALSE,FALSE,Gasoline,FALSE,185,FALSE,Honda,5 seats,46608,Accord,14250,A,FWD,2017
1GYKPGRS1LZ227113,SUV / Crossover,21,,,Gasoline,,310,,Cadillac,7 seats,,XT6,59528,A,4WD,2020
WBA7F2C53JG424455,Sedan,25,FALSE,FALSE,Gasoline,FALSE,445,FALSE,BMW,5 seats,18163,7 Series,53995,A,AWD,2018
4JGDF6EE4JB180298,SUV / Crossover,120,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,7 seats,42130,GLS-Class,39595,A,AWD,2018
WBA8Z9C31HG826908,Wagon,18,FALSE,FALSE,Gasoline,TRUE,248,FALSE,BMW,5 seats,28130,3 Series Gran Turismo,24495,A,AWD,2017
WBAJB1C52KB375534,Sedan,50,FALSE,FALSE,Gasoline,FALSE,248,FALSE,BMW,5 seats,14069,5 Series,38995,A,AWD,2019
5UXKR0C52H0V65110,SUV / Crossover,88,FALSE,FALSE,Gasoline,TRUE,300,FALSE,BMW,7 seats,48657,X5,27995,A,AWD,2017
5UXKR0C50J0X91605,SUV / Crossover,63,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,7 seats,53604,X5,31295,A,AWD,2018
1G6DU5RK5L0136266,Sedan,124,,,Gasoline,,237,,Cadillac,5 seats,,CT5,50371,A,AWD,2020
2T1BR32E44C258459,Sedan,64,FALSE,FALSE,Gasoline,TRUE,130,FALSE,Toyota,5 seats,89412,Corolla,3980,A,FWD,2004
1GYKPCRS5LZ217984,SUV / Crossover,40,,,Gasoline,,310,,Cadillac,7 seats,,XT6,50597,A,FWD,2020
1C4HJXEG1LW348549,SUV / Crossover,20,,,Gasoline,,260,,Jeep,5 seats,0,Wrangler Unlimited,48895,A,4WD,2020
1G1FZ6S05L4121127,Wagon,90,,,Electric,,,,Chevrolet,,,Bolt EV,34010,A,FWD,2020
1C4RJFAG0EC150682,SUV / Crossover,19,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Jeep,5 seats,108690,Grand Cherokee,12890,A,4WD,2014
1C4HJXEG0LW348588,SUV / Crossover,31,,,Gasoline,,260,,Jeep,5 seats,1,Wrangler Unlimited,49108,A,4WD,2020
WAU44AFD1JN000290,Sedan,50,FALSE,FALSE,Gasoline,TRUE,333,FALSE,Audi,5 seats,30493,A8,39995,A,AWD,2018
1GNERGKW5LJ180779,SUV / Crossover,250,,,Gasoline,,310,,Chevrolet,8 seats,166,Traverse,33636,A,FWD,2020
4JGDA5HBXHA861883,SUV / Crossover,33,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,63026,GLE-Class,26495,A,AWD,2017
1GYKPCRS4LZ227082,SUV / Crossover,21,,,Gasoline,,310,,Cadillac,7 seats,,XT6,50597,A,FWD,2020
4JGDF6EEXHA845513,SUV / Crossover,266,FALSE,FALSE,Gasoline,TRUE,362,FALSE,Mercedes-Benz,7 seats,25431,GLS-Class,37195,A,AWD,2017
1G1FZ6S06L4123999,Wagon,46,,,Electric,,,,Chevrolet,,,Bolt EV,34010,A,FWD,2020
WDDZF4KB8HA033481,Sedan,112,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,36505,E-Class,26495,A,AWD,2017
1GYKNDRS7LZ222471,SUV / Crossover,39,,,Gasoline,,310,,Cadillac,5 seats,,XT5,50631,A,4WD,2020
1C4RJFAG6EC128185,SUV / Crossover,38,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Jeep,5 seats,108259,Grand Cherokee,13290,A,4WD,2014
WDDZF4KB4JA329314,Sedan,55,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,35996,E-Class,32995,A,AWD,2018
2HGFA16959H525049,Sedan,7,FALSE,FALSE,Gasoline,FALSE,140,FALSE,Honda,5 seats,117580,Civic,6490,A,FWD,2009
1GNSKPKD1MR119129,SUV / Crossover,18,,,Gasoline,,355,,Chevrolet,8 seats,,Tahoe,61290,,4WD,2021
1GNSKPKD6MR111981,SUV / Crossover,3,,,Gasoline,,355,,Chevrolet,8 seats,,Tahoe,65945,,4WD,2021
55SWF4KB0HU229840,Sedan,249,TRUE,FALSE,Gasoline,FALSE,241,TRUE,Mercedes-Benz,5 seats,43090,C-Class,20995,A,AWD,2017
55SWF4KB2GU163337,Sedan,242,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,40680,C-Class,16195,A,AWD,2016
1GCZGHFG7L1259511,Van,21,,,Flex Fuel Vehicle,,341,,Chevrolet,5 seats,,Express Cargo,36580,A,RWD,2020
1G6DT5RK8L0124485,Sedan,215,,,Gasoline,,237,,Cadillac,5 seats,,CT5,51104,A,AWD,2020
WBAJE7C59JG891305,Sedan,47,FALSE,FALSE,Gasoline,TRUE,335,FALSE,BMW,5 seats,34493,5 Series,32995,A,AWD,2018
WDD1J6GB6JF023900,Coupe,64,FALSE,FALSE,Gasoline,FALSE,329,FALSE,Mercedes-Benz,4 seats,40367,E-Class,39995,A,AWD,2018
3C63RRHL1LG117809,Pickup Truck,252,,,Diesel,,370,,RAM,6 seats,23,3500,59352,A,4WD,2020
5FNYF4H43BB059131,SUV / Crossover,19,FALSE,FALSE,Gasoline,FALSE,250,FALSE,Honda,8 seats,95904,Pilot,11250,A,4WD,2011
1G6AW5SX6K0124063,Sedan,620,,,Gasoline,,268,,Cadillac,5 seats,,CTS,51268,A,AWD,2019
JTHCF1D21E5006203,Sedan,26,FALSE,FALSE,Gasoline,TRUE,204,FALSE,Lexus,5 seats,73444,IS 250,15795,A,AWD,2014
1GYS4HKJ3LR180165,SUV / Crossover,299,,,Gasoline,,420,,Cadillac,8 seats,,Escalade ESV,77017,,4WD,2020
1C6SRFHT2LN313470,Pickup Truck,82,,,Gasoline,,395,,RAM,5 seats,2670,1500,59031,A,4WD,2020
WBA4J3C54JBB97543,Sedan,96,FALSE,FALSE,Gasoline,FALSE,248,FALSE,BMW,5 seats,48078,4 Series,24995,A,AWD,2018
1GYS4BKJ7LR166914,SUV / Crossover,350,,,Gasoline,,420,,Cadillac,8 seats,,Escalade,75184,,4WD,2020
19XFC2F59HE209627,Sedan,89,FALSE,FALSE,Gasoline,FALSE,158,FALSE,Honda,5 seats,66273,Civic,13500,A,FWD,2017
1GNEVGKW2LJ291687,SUV / Crossover,11,,,Gasoline,,310,,Chevrolet,8 seats,,Traverse,35668,A,4WD,2020
WDDWJ4KB4HF446003,Sedan,6,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,4 seats,26365,C-Class,28495,A,AWD,2017
4JGDA5HB3HA940361,SUV / Crossover,90,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,60361,GLE-Class,25495,A,AWD,2017
2HGFB2F57CH612666,Sedan,19,FALSE,FALSE,Gasoline,FALSE,140,FALSE,Honda,5 seats,126010,Civic,6890,A,FWD,2012
1G6KB5RS0LU107845,Sedan,20,FALSE,FALSE,Gasoline,FALSE,335,FALSE,Cadillac,5 seats,3746,CT6,55439,A,AWD,2020
4JGDF6EEXJB087141,SUV / Crossover,19,FALSE,FALSE,Gasoline,TRUE,362,FALSE,Mercedes-Benz,7 seats,51617,GLS-Class,37895,A,AWD,2018
1HGCR2F76GA097553,Sedan,81,FALSE,FALSE,Gasoline,TRUE,185,FALSE,Honda,5 seats,46180,Accord,13495,CVT,FWD,2016
1GNKRGKD3HJ271283,SUV / Crossover,8,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,33466,Traverse,23969,A,FWD,2017
4JGDA5HB5GA795077,SUV / Crossover,218,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,53225,GLE-Class,23695,A,AWD,2016
1GYS4HKJ4KR383628,SUV / Crossover,390,,,Gasoline,,420,,Cadillac,8 seats,,Escalade ESV,85969,A,4WD,2019
WUARL48H05K901545,Convertible,16,FALSE,FALSE,Gasoline,FALSE,340,FALSE,Audi,4 seats,71484,S4,10949,A,AWD,2005
1GYS4HKJ9KR339091,SUV / Crossover,461,,,Gasoline,,420,,Cadillac,8 seats,,Escalade ESV,86412,A,4WD,2019
5UXKR0C58J0X91903,SUV / Crossover,53,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,7 seats,51615,X5,34495,A,AWD,2018
4JGDA5HB0HA883942,SUV / Crossover,410,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,47896,GLE-Class,29595,A,AWD,2017
4JGDF7DE6JB024657,SUV / Crossover,62,FALSE,FALSE,Gasoline,FALSE,449,FALSE,Mercedes-Benz,7 seats,57168,GLS-Class,42995,A,AWD,2018
WDDZF4KB4HA030819,Sedan,218,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,52267,E-Class,22695,A,AWD,2017
1GCEK14V05E174012,Pickup Truck,14,FALSE,FALSE,,TRUE,295,FALSE,Chevrolet,3 seats,162185,Silverado 1500,4990,A,4WD,2005
5UXKR0C32H0V75070,SUV / Crossover,217,FALSE,FALSE,Gasoline,TRUE,300,FALSE,BMW,7 seats,42432,X5,29995,A,AWD,2017
5UXKU2C33H0N85522,SUV / Crossover,90,FALSE,FALSE,Gasoline,FALSE,,FALSE,BMW,5 seats,47562,X6,37495,A,AWD,2017
5TDJK3DC4CS043259,Minivan,17,TRUE,FALSE,Gasoline,FALSE,266,FALSE,Toyota,7 seats,165300,Sienna,8790,A,AWD,2012
1GNKRFED9HJ353962,SUV / Crossover,8,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,51849,Traverse,19859,A,FWD,2017
1GYS4KKJ1LR231403,SUV / Crossover,224,,,Gasoline,,420,,Cadillac,8 seats,,Escalade ESV,86573,,4WD,2020
WBAJA7C37HG905061,Sedan,90,FALSE,FALSE,Gasoline,FALSE,248,FALSE,BMW,5 seats,50503,5 Series,27495,A,AWD,2017
WDCTG4GB1JJ382424,SUV / Crossover,131,FALSE,FALSE,Gasoline,TRUE,208,FALSE,Mercedes-Benz,5 seats,54066,GLA-Class,21695,A,AWD,2018
1HGCM56354A140224,Sedan,16,FALSE,FALSE,Gasoline,FALSE,160,FALSE,Honda,5 seats,127703,Accord,4450,A,FWD,2004
1GYS4CKJ0KR166824,SUV / Crossover,682,,,Gasoline,,420,,Cadillac,8 seats,,Escalade,87908,A,4WD,2019
4T1BE32KX4U356945,Sedan,2,FALSE,FALSE,Gasoline,TRUE,157,FALSE,Toyota,5 seats,102416,Camry,5972,A,FWD,2004
4S3BMBH67A3212508,Sedan,19,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Subaru,5 seats,116612,Legacy,7290,A,AWD,2010
55SWF4KB5HU191330,Sedan,196,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,40492,C-Class,18595,A,AWD,2017
5UXKU2C52J0X49589,SUV / Crossover,72,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,54641,X6,36995,A,AWD,2018
WDC0G4KBXJV045480,SUV / Crossover,50,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,57329,GLC-Class,26995,A,AWD,2018
JTDBR32EX70117894,Sedan,17,FALSE,FALSE,Gasoline,FALSE,126,FALSE,Toyota,5 seats,116704,Corolla,5890,A,FWD,2007
3C6UR5FL9LG226910,Pickup Truck,20,,,Diesel,,370,,RAM,6 seats,0,2500,65577,A,4WD,2020
5N1AN0NW7BC523788,SUV / Crossover,6,FALSE,FALSE,Gasoline,FALSE,261,FALSE,Nissan,5 seats,49762,Xterra,14939,A,4WD,2011
5UXKR0C34H0V74597,SUV / Crossover,22,FALSE,FALSE,Gasoline,TRUE,300,FALSE,BMW,7 seats,59520,X5,29995,A,AWD,2017
WD4PG2EE5H3291699,Van,15,FALSE,FALSE,Gasoline,FALSE,208,FALSE,Mercedes-Benz,8 seats,51210,Metris,17995,A,RWD,2017
WD4PG2EE4H3291905,Van,15,FALSE,FALSE,Gasoline,FALSE,208,FALSE,Mercedes-Benz,8 seats,43350,Metris,18995,A,RWD,2017
WDDGF8BB8BR160545,Sedan,55,FALSE,TRUE,Gasoline,FALSE,228,FALSE,Mercedes-Benz,5 seats,102967,C-Class,8990,A,AWD,2011
55SWF4KB7HU199655,Sedan,67,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,61165,C-Class,19795,A,AWD,2017
1GNSKHKC4LR154114,SUV / Crossover,5,TRUE,FALSE,Gasoline,FALSE,355,TRUE,Chevrolet,8 seats,28751,Suburban,49759,A,4WD,2020
KM8J23A42HU281977,SUV / Crossover,10,FALSE,FALSE,Gasoline,FALSE,164,FALSE,Hyundai,5 seats,32748,Tucson,16551,A,FWD,2017
WDC0G4KB2HF138160,SUV / Crossover,406,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,29578,GLC-Class,26195,A,AWD,2017
WBA5M4C50HD186973,Wagon,19,FALSE,FALSE,Gasoline,TRUE,300,FALSE,BMW,5 seats,39558,5 Series Gran Turismo,26995,A,AWD,2017
4S3BMBG64D3039861,Sedan,48,FALSE,FALSE,Gasoline,TRUE,173,FALSE,Subaru,5 seats,113392,Legacy,9390,A,AWD,2013
1C6SRFRT6LN408225,Pickup Truck,24,,,Gasoline,,395,,RAM,6 seats,18,1500,50122,A,4WD,2020
1C6SRFLT0LN340545,Pickup Truck,54,,,Gasoline,,395,,RAM,5 seats,1,1500,49805,A,4WD,2020
WBAJE7C34HG889048,Sedan,34,FALSE,FALSE,Gasoline,FALSE,335,FALSE,BMW,5 seats,59205,5 Series,31495,A,AWD,2017
4JGDF6EE6HA785665,SUV / Crossover,55,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,7 seats,57765,GLS-Class,35995,A,AWD,2017
1GNKVHKD6HJ334443,SUV / Crossover,15,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,42332,Traverse,27394,A,AWD,2017
19XFB2F58FE292547,Sedan,12,TRUE,FALSE,Gasoline,FALSE,143,FALSE,Honda,5 seats,33256,Civic,10690,A,FWD,2015
4JGDF6EE7HA832444,SUV / Crossover,249,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,7 seats,15914,GLS-Class,44495,A,AWD,2017
55SWF4KB2JU243521,Sedan,25,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,34367,C-Class,26995,A,AWD,2018
1FM5K8D84FGC55681,SUV / Crossover,14,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Ford,7 seats,42949,Explorer,22569,A,AWD,2015
WBA5A7C51GG148658,Sedan,5,TRUE,FALSE,Gasoline,TRUE,240,TRUE,BMW,5 seats,65624,5 Series,19995,A,AWD,2016
1G6AX5SX9K0146054,Sedan,35,FALSE,FALSE,Gasoline,FALSE,268,FALSE,Cadillac,5 seats,6305,CTS,39439,A,AWD,2019
4JGDF7DE0FA547248,SUV / Crossover,32,FALSE,FALSE,Gasoline,TRUE,429,FALSE,Mercedes-Benz,7 seats,72300,GL-Class,31995,A,AWD,2015
WAUFFAFL0CA068343,Sedan,42,FALSE,FALSE,Gasoline,FALSE,211,FALSE,Audi,5 seats,77398,A4,14300,A,AWD,2012
1C4HJXEG5LW344293,SUV / Crossover,32,,,Gasoline,,260,,Jeep,5 seats,16,Wrangler Unlimited,51189,A,4WD,2020
55SWF4KB4JU242760,Sedan,25,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,35936,C-Class,27295,A,AWD,2018
WDDWK6EB2HF461846,Convertible,19,FALSE,FALSE,Gasoline,TRUE,362,FALSE,Mercedes-Benz,4 seats,44461,C-Class,38995,A,AWD,2017
3C6RR7LTXHG522810,Pickup Truck,15,FALSE,FALSE,Gasoline,FALSE,395,FALSE,RAM,6 seats,28588,1500,34569,A,4WD,2017
WBA7E2C54HG740234,Sedan,26,FALSE,FALSE,Gasoline,FALSE,320,FALSE,BMW,5 seats,41662,7 Series,40995,A,AWD,2017
3KPFK4A76JE270091,Sedan,41,FALSE,FALSE,Gasoline,FALSE,147,FALSE,Kia,5 seats,17168,Forte,13700,,FWD,2018
1C6SRFHT2LN401371,Pickup Truck,40,,,Gasoline,,395,,RAM,5 seats,1,1500,60212,A,4WD,2020
3VWB67AJ5HM302428,Sedan,75,FALSE,FALSE,Gasoline,FALSE,150,FALSE,Volkswagen,5 seats,63095,Jetta,10900,M,FWD,2017
WBA4W5C50JAA49344,Sedan,82,FALSE,FALSE,Gasoline,FALSE,248,FALSE,BMW,5 seats,43796,4 Series,25995,A,AWD,2018
4T1BF1FK3FU088321,Sedan,61,FALSE,FALSE,Gasoline,TRUE,178,FALSE,Toyota,5 seats,65331,Camry,12700,A,FWD,2015
4JGDA5HB9HA970674,SUV / Crossover,22,FALSE,FALSE,Gasoline,TRUE,302,FALSE,Mercedes-Benz,5 seats,58488,GLE-Class,27995,A,AWD,2017
WBAJE7C3XHG890155,Sedan,20,FALSE,FALSE,Gasoline,FALSE,335,FALSE,BMW,5 seats,47415,5 Series,33995,A,AWD,2017
3C6UR5FL0LG244907,Pickup Truck,11,,,Diesel,,370,,RAM,6 seats,0,2500,66092,A,4WD,2020
1C4HJXEG6MW512654,SUV / Crossover,5,,,Gasoline,,260,,Jeep,5 seats,0,Wrangler Unlimited,52058,A,4WD,2021
WAUFGAFC2GN005370,Sedan,6,FALSE,FALSE,Gasoline,FALSE,333,FALSE,Audi,5 seats,80675,A6,19900,A,AWD,2016
2GNFLGEK2H6122504,SUV / Crossover,73,FALSE,FALSE,Gasoline,TRUE,182,FALSE,Chevrolet,5 seats,34480,Equinox,16900,A,AWD,2017
SJKCH5CP9HA035487,SUV / Crossover,20,FALSE,FALSE,Gasoline,TRUE,208,FALSE,INFINITI,5 seats,23834,QX30,20995,A,FWD,2017
55SWF6EB5HU214905,Sedan,83,FALSE,FALSE,Gasoline,TRUE,362,FALSE,Mercedes-Benz,5 seats,46176,C-Class,33995,A,AWD,2017
1C4RDJAG9HC839619,SUV / Crossover,40,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Dodge,7 seats,35579,Durango,24900,A,AWD,2017
WBA8Z9C50JG828544,Wagon,399,FALSE,FALSE,Gasoline,TRUE,248,FALSE,BMW,5 seats,29645,3 Series Gran Turismo,26900,A,AWD,2018
5N1DL0MN7HC515470,SUV / Crossover,53,FALSE,FALSE,Gasoline,FALSE,295,FALSE,INFINITI,7 seats,48560,QX60,24900,CVT,FWD,2017
1GKKVNED0FJ208034,SUV / Crossover,64,FALSE,FALSE,Gasoline,TRUE,281,FALSE,GMC,8 seats,63568,Acadia,14900,A,AWD,2015
1GCGTCEN5J1172161,Pickup Truck,6,FALSE,FALSE,Gasoline,FALSE,308,FALSE,Chevrolet,5 seats,53402,Colorado,29449,A,4WD,2018
1FA6P8JZ0G5523295,Coupe,5,FALSE,FALSE,Gasoline,FALSE,,FALSE,Ford,,8700,Mustang Shelby GT350,49900,M,,2016
SJKCH5CRXHA032566,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,208,FALSE,INFINITI,5 seats,40186,QX30,21495,A,AWD,2017
5J8TB4H53FL017432,SUV / Crossover,54,FALSE,FALSE,Gasoline,FALSE,273,FALSE,Acura,5 seats,84214,RDX,16900,A,AWD,2015
3C6UR5DJ2LG222411,Pickup Truck,38,,,Gasoline,,410,,RAM,6 seats,0,2500,51637,A,4WD,2020
WDDUG6EB1KA436885,Sedan,46,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,5 seats,36764,S-Class,57995,A,AWD,2019
WDDWJ4KB6HF346887,Sedan,19,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,4 seats,52570,C-Class,29495,A,AWD,2017
2C3CDXGJ0HH547371,Sedan,61,FALSE,FALSE,Gasoline,FALSE,485,FALSE,Dodge,5 seats,20963,Charger,36900,A,RWD,2017
WDDZF4KB3JA469046,Sedan,12,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,49658,E-Class,32495,A,AWD,2018
1GNERHKW5JJ140463,SUV / Crossover,6,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Chevrolet,7 seats,14113,Traverse,34439,A,FWD,2018
2T1BURHE6HC799883,Sedan,41,FALSE,FALSE,Gasoline,FALSE,132,FALSE,Toyota,5 seats,57867,Corolla,14900,A,FWD,2017
1C4RDJDG3EC599104,SUV / Crossover,33,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Dodge,7 seats,52224,Durango,20495,A,AWD,2014
1C6JJTBG8ML502828,Pickup Truck,5,,,,,,,Jeep,,0,Gladiator,52526,A,,2021
3KPF24AD0KE102955,Sedan,31,TRUE,FALSE,Gasoline,FALSE,147,TRUE,Kia,5 seats,11442,Forte,15900,A,FWD,2019
JM1DKFB77H0159988,SUV / Crossover,73,FALSE,FALSE,Gasoline,TRUE,146,FALSE,Mazda,5 seats,31418,CX-3,13800,A,AWD,2017
2C3CDZDJ3GH171280,Coupe,32,FALSE,FALSE,Gasoline,FALSE,485,FALSE,Dodge,5 seats,6049,Challenger,36993,A,RWD,2016
1FM5K8B83EGA84097,SUV / Crossover,43,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Ford,7 seats,72495,Explorer,14900,A,AWD,2014
1V2GR2CA1JC553839,SUV / Crossover,8,FALSE,FALSE,Gasoline,TRUE,276,FALSE,Volkswagen,7 seats,26429,Atlas,25995,A,AWD,2018
5FNRL5H61BB033047,Minivan,48,FALSE,FALSE,Gasoline,FALSE,248,FALSE,Honda,8 seats,41166,Odyssey,13900,A,FWD,2011
1FTEW1E54KKF20966,Pickup Truck,19,FALSE,FALSE,Flex Fuel Vehicle,FALSE,,FALSE,Ford,,4169,F-150,44433,A,,2019
5NPD74LF0HH154856,Sedan,73,FALSE,FALSE,Gasoline,FALSE,147,FALSE,Hyundai,5 seats,16153,Elantra,11900,A,FWD,2017
ZN661YUAXJX299352,SUV / Crossover,174,TRUE,FALSE,Gasoline,TRUE,424,TRUE,Maserati,5 seats,33487,Levante,47995,A,AWD,2018
JN8AZ2NCXH9430106,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,400,FALSE,INFINITI,8 seats,24722,QX80,42495,A,AWD,2017
WBSFV9C50GD595595,Sedan,20,FALSE,FALSE,Gasoline,FALSE,552,FALSE,BMW,5 seats,29778,M5,56900,,RWD,2016
WDDUG6EB7JA346736,Sedan,6,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,5 seats,30111,S-Class,55995,A,AWD,2018
2HGFC2F56GH544588,Sedan,25,FALSE,FALSE,Gasoline,FALSE,158,FALSE,Honda,5 seats,27803,Civic,13900,CVT,FWD,2016
WBAJA7C36HG905049,Sedan,201,FALSE,FALSE,Gasoline,FALSE,248,FALSE,BMW,5 seats,33400,5 Series,29995,A,AWD,2017
5UXKR0C57H0U51281,SUV / Crossover,40,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,7 seats,67855,X5,28900,A,AWD,2017
1ZVBP8EM6C5220410,Convertible,26,FALSE,FALSE,Gasoline,TRUE,305,FALSE,Ford,4 seats,56219,Mustang,13700,M,RWD,2012
1GCVKREC9JZ105169,Pickup Truck,13,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,36445,Silverado 1500,35729,A,4WD,2018
